EventNumber DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
209 b 0 4.18 -7.138 3.672 -7.344 11.6551 8.02712 b 0 4.18 -1.462 42.228 -74.256 85.5381 42.2533
210 W+ 1 80.4 -44.578 0.265 -8.288 92.3045 44.5788 W- 1 80.4 -27.322 26.235 -14.112 89.9893 37.8783
211 b 0 4.18 -36.815 3.667 -42.592 56.5716 36.9972 b 0 4.18 -62.685 15.633 -54.208 84.438 64.605
212 b 0 4.18 22.725 16.356 2.84 28.4514 27.999 b 0 4.18 27.775 18.444 32.66 46.8591 33.3411
213 b 0 4.18 61.132 0.132 0.144 61.2751 61.1321 b 0 4.18 37.468 0.468 0.756 37.7109 37.4709
214 b 0 4.18 12.936 -0.365 15.66 20.7408 12.9411 b 0 4.18 6.664 -6.935 38.34 39.7483 9.61786
215 W+ 1 80.4 -42.987 -24.766 1.774 94.491 49.6109 W- 1 80.4 -19.313 -60.634 86.926 134.424 63.6355
216 b 0 4.18 54.591 4.711 0 54.9531 54.7939 b 0 4.18 4.109 62.589 69.4 93.6381 62.7237
217 b 0 4.18 15.562 3.25 0.328 16.4414 15.8977 b 0 4.18 34.638 1.75 7.872 35.8091 34.6822
218 b 0 4.18 -45.178 0.032 -0 45.371 45.178 b 0 4.18 -0.922001 1.568 -11.5 12.3706 1.81899
219 b 0 4.18 76.518 -8.877 9.086 77.6777 77.0312 b 0 4.18 21.582 -71.823 73.514 105.1 74.9955
220 b 0 4.18 -51.42 -4.152 -12.824 53.3215 51.5874 b 0 4.18 -34.28 -30.448 -32.976 56.6312 45.8497
221 Z 1 91.2 4.23 22.38 -39.728 102.052 22.7762 Z 1 91.2 19.27 52.22 -36.672 112.963 55.662
222 b 0 4.18 -10.11 2.628 -30.218 32.2447 10.446 b 0 4.18 -23.59 19.272 -21.882 37.7385 30.4614
223 tau+ 0 1.77 71.321 4.48 -1.599 71.5014 71.4616 tau- 0 1.77 26.379 27.52 -10.701 39.6339 38.1209
224 Z 1 91.2 -67.412 4.986 -8.715 113.854 67.5961 Z 1 91.2 -21.288 50.414 -49.385 117.265 54.7243
225 tau+ 0 1.77 -35.856 23.982 2.808 43.2644 43.1369 tau- 0 1.77 -30.544 33.118 67.392 81.0836 45.0526
226 b 0 4.18 9.702 6.768 40.278 42.1868 11.8294 b 0 4.18 34.398 12.032 55.622 66.6279 36.4416
227 Z 1 91.2 38.556 6.79 0.496 99.249 39.1493 Z 1 91.2 7.344 41.71 24.304 103.449 42.3516
228 b 0 4.18 -63.675 14 0 65.3298 65.1959 b 0 4.18 -21.225 42 70.1 84.5339 47.0585
229 b 0 4.18 20.031 10.32 -4.128 23.2864 22.5332 b 0 4.18 40.669 13.68 -13.072 45.0495 42.9082
230 b 0 4.18 21.777 6.076 34.692 41.6193 22.6087 b 0 4.18 20.923 80.724 47.908 96.2641 83.3915
231 b 0 4.18 7.889 -5.832 15.456 18.7779 9.81063 b 0 4.18 26.411 -4.968 51.744 58.4563 26.8742
232 Z 1 91.2 51.908 -5.073 4.895 105.174 52.1553 Z 1 91.2 16.392 -21.627 93.005 133.056 27.1371
233 b 0 4.18 39.235 20.194 8.532 45.1381 44.1269 b 0 4.18 27.265 67.606 38.868 82.7173 72.8969
234 b 0 4.18 -34.823 0.217 1.68 35.1139 34.8237 b 0 4.18 -1.077 21.483 82.32 85.1865 21.51
235 b 0 4.18 41.268 11.25 7.696 43.6613 42.7739 b 0 4.18 31.132 26.25 51.504 65.7906 40.7218
236 b 0 4.18 -56.935 -11.674 -10.695 59.243 58.1195 b 0 4.18 -39.565 -33.226 -60.605 79.7483 51.6658
237 b 0 4.18 -62.322 -10.626 -2.832 63.4227 63.2214 b 0 4.18 -17.578 -65.274 -32.568 75.152 67.5994
238 tau+ 0 1.77 -6.094 42.354 9.889 43.9537 42.7902 tau- 0 1.77 -49.306 11.946 80.011 94.7559 50.7325
239 b 0 4.18 16.425 10.469 -2.184 20.0405 19.4777 b 0 4.18 6.075 44.631 -25.116 51.7409 45.0426
240 W+ 1 80.4 7.384 12.096 -12.558 82.5996 14.1717 W- 1 80.4 6.816 32.704 -47.242 99.0554 33.4067
241 W+ 1 80.4 -24.393 5.79 -31.844 90.0375 25.0708 W- 1 80.4 -27.507 32.81 -51.956 104.865 42.8151
242 b 0 4.18 1.089 62.937 -0.156 63.0853 62.9464 b 0 4.18 2.211 36.963 -3.744 37.4519 37.0291
243 b 0 4.18 39.2 4.29 -8.246 40.5032 39.434 b 0 4.18 30.8 28.71 -18.354 46.1221 42.1059
244 b 0 4.18 40.65 11.704 15.316 45.1825 42.3014 b 0 4.18 40.65 41.496 39.384 70.3058 58.0891
245 b 0 4.18 28.489 -18.938 -9.835 35.8395 34.2092 b 0 4.18 63.411 -36.762 -18.265 75.6537 73.2967
246 b 0 4.18 49.215 -1.911 -10.068 50.4441 49.2521 b 0 4.18 8.685 -61.789 -73.832 96.7572 62.3964
247 W+ 1 80.4 -9.35 -20.286 4.856 83.5864 22.3371 W- 1 80.4 -9.35 -28.014 55.844 102.249 29.5331
248 W+ 1 80.4 17.172 -16.359 -4.135 83.9271 23.717 W- 1 80.4 14.628 -23.541 -78.565 115.779 27.7156
249 b 0 4.18 -10.472 -15.228 -34.58 39.431 18.4812 b 0 4.18 -84.728 -12.972 -64.22 107.186 85.7153
250 b 0 4.18 29.07 22.747 4.542 37.4245 36.9119 b 0 4.18 27.93 30.153 71.158 82.2814 41.101
251 tau+ 0 1.77 4.864 6.248 -15.952 17.8968 7.91808 tau- 0 1.77 1.536 71.852 -83.748 110.372 71.8684
252 W+ 1 80.4 2.96 -25.584 -0.584 84.4263 25.7547 W- 1 80.4 15.54 -5.616 -28.616 86.9256 16.5237
253 W+ 1 80.4 37.506 -9.537 43.809 99.4034 38.6995 W- 1 80.4 61.194 -77.163 42.091 133.92 98.4827
254 W+ 1 80.4 -13.283 -2.079 14.46 82.789 13.4447 W- 1 80.4 -22.617 -4.221 33.74 90.177 23.0075
255 b 0 4.18 -33.32 -1.552 -1.161 33.6371 33.3561 b 0 4.18 -34.68 -17.848 -1.539 39.2568 39.0033
256 b 0 4.18 -40.033 -1.904 -1.892 40.34 40.0783 b 0 4.18 -53.067 -11.696 -2.508 54.5588 54.3406
257 b 0 4.18 -18.425 39.2 30.52 53.1513 43.3142 b 0 4.18 -55.275 58.8 56.68 98.7059 80.7017
258 b 0 4.18 -10.894 1.904 29.925 32.1758 11.0591 b 0 4.18 -31.006 9.296 22.575 39.6849 32.3695
259 W+ 1 80.4 13.9 -5.348 21.472 84.54 14.8933 W- 1 80.4 41.7 -32.852 13.728 97.3178 53.0862
260 b 0 4.18 -4.482 -33.088 19.422 38.8535 33.3902 b 0 4.18 -12.118 -37.312 55.278 67.9129 39.2305
261 Z 1 91.2 -1.296 1.617 -10.013 91.7714 2.07227 Z 1 91.2 -0.504 13.083 -48.887 104.301 13.0927
262 b 0 4.18 4.74 -18.722 12.462 23.3614 19.3127 b 0 4.18 42.66 -62.678 6.138 76.1811 75.8183
263 tau+ 0 1.77 -8.153 -47.32 13.158 49.8189 48.0172 tau- 0 1.77 -18.147 -43.68 64.242 79.7961 47.2996
264 b 0 4.18 -9.367 -32.034 -8.82 34.7733 33.3754 b 0 4.18 -22.933 -24.166 -54.18 63.7406 33.3154
265 W+ 1 80.4 22.47 -10.14 -0 84.0945 24.652 W- 1 80.4 9.63 -23.66 -35.7 91.6034 25.5447
266 b 0 4.18 -18.095 34.529 -1.32 39.2288 38.9831 b 0 4.18 -20.405 45.771 -11.88 51.6716 50.1134
267 W+ 1 80.4 -7.885 10.12 -1.61 81.433 12.8292 W- 1 80.4 -33.615 81.88 -0.69 119.578 88.5116
268 b 0 4.18 -4.945 -10.548 -2.911 12.7145 11.6496 b 0 4.18 -16.555 -18.752 -4.189 25.7046 25.0141
269 b 0 4.18 -11.121 5.994 -45.75 47.646 12.6335 b 0 4.18 -22.579 93.906 -29.25 101.001 96.5823
270 W+ 1 80.4 8.74 -38.827 -9.324 90.1944 39.7985 W- 1 80.4 29.26 -55.873 -16.576 103.522 63.0709
271 b 0 4.18 15.624 -39.173 25.848 49.641 42.1738 b 0 4.18 58.776 -51.927 45.952 90.995 78.4285
272 b 0 4.18 61.155 -3.888 -1.692 61.4442 61.2785 b 0 4.18 14.345 -20.412 -54.708 60.2733 24.9485
273 b 0 4.18 47.31 -16.694 0 50.3428 50.169 b 0 4.18 9.69 -81.506 11.3 82.9595 82.08
274 b 0 4.18 -57.876 -10.545 -0.214 58.9775 58.8288 b 0 4.18 -11.024 -59.755 -21.186 64.4865 60.7634
275 b 0 4.18 -0.351 1.764 18.876 19.4168 1.79858 b 0 4.18 -0.549 4.536 38.324 38.8211 4.5691
276 b 0 4.18 64.053 0.534 0 64.1915 64.0552 b 0 4.18 0.647003 52.866 48.7 72.0027 52.87
277 b 0 4.18 45.494 -0.747 -12.155 47.2808 45.5001 b 0 4.18 7.406 -73.953 -81.345 110.265 74.3229
278 b 0 4.18 -37.74 -2.883 6.012 38.5517 37.85 b 0 4.18 -25.16 -6.417 60.788 66.2334 25.9654
279 W+ 1 80.4 -26.208 -20.23 7.163 87.2444 33.1076 W- 1 80.4 -46.592 -37.57 17.537 101.755 59.8525
280 b 0 4.18 -0.852 -59.312 -0 59.4652 59.3181 b 0 4.18 -6.248 -8.088 -65.5 66.4242 10.2202
281 b 0 4.18 68.324 -7.536 10.704 69.6922 68.7383 b 0 4.18 21.576 -86.664 56.196 105.601 89.3094
282 b 0 4.18 1.012 23.104 -0.456 23.5053 23.1262 b 0 4.18 3.588 7.296 -22.344 24.1419 8.13052
283 b 0 4.18 9.234 -8.528 0.102 13.2467 12.5695 b 0 4.18 2.166 -57.072 1.598 57.2881 57.1131
284 b 0 4.18 46.848 -9.864 3.564 48.1893 47.8752 b 0 4.18 26.352 -44.936 16.236 54.7243 52.0929
285 b 0 4.18 -33.948 -4.368 6.963 35.1781 34.2279 b 0 4.18 -39.852 -16.432 14.137 45.5579 43.1068
286 W+ 1 80.4 3.325 53.76 -4.84 96.8957 53.8627 W- 1 80.4 6.175 35.84 -91.96 127.45 36.3681
287 b 0 4.18 31.8 1.221 6.019 32.6563 31.8234 b 0 4.18 31.8 2.079 40.281 51.5325 31.8679
288 b 0 4.18 -22.172 11.556 -36.456 44.4033 25.0028 b 0 4.18 -26.028 84.744 -50.344 102.034 88.651
289 b 0 4.18 0.915 -5.13 4.221 7.90211 5.21096 b 0 4.18 0.585 -11.97 42.679 44.5263 11.9843
290 b 0 4.18 37.35 -3.468 -5.764 38.1804 37.5107 b 0 4.18 7.65 -54.332 -46.636 72.131 54.8679
291 W+ 1 80.4 -16.744 -3.933 -19.561 84.514 17.1997 W- 1 80.4 -19.656 -13.167 -43.539 94.4433 23.6586
292 b 0 4.18 7.74 47.583 4.446 48.5931 48.2084 b 0 4.18 10.26 45.717 69.654 84.0504 46.8542
293 b 0 4.18 -21.6 0 -0 22.0007 21.6 b 0 4.18 0 21.2 -9.5 23.6043 21.2
294 b 0 4.18 33.8 13.944 -21.264 42.503 36.5633 b 0 4.18 31.2 44.156 -67.336 86.4569 54.0666
295 b 0 4.18 -0.585 -5.3 -7.785 10.3204 5.33219 b 0 4.18 -0.315 -21.2 -44.115 49.1238 21.2023
296 b 0 4.18 8.88 -23.112 -8.288 26.4421 24.7592 b 0 4.18 5.92 -73.188 -43.512 85.4535 73.427
297 b 0 4.18 -3.366 5.405 1.54 7.77097 6.36742 b 0 4.18 -34.034 6.095 1.96 34.8823 34.5755
298 b 0 4.18 14.224 3.192 6.64 16.5552 14.5778 b 0 4.18 11.176 76.608 9.96 78.1688 77.4189
299 b 0 4.18 81.613 0.171 -5.056 81.8764 81.6132 b 0 4.18 10.087 5.529 -58.144 59.4181 11.5029
300 b 0 4.18 19.044 -0.726 -6.768 20.6514 19.0578 b 0 4.18 22.356 -11.374 -7.332 26.4649 25.083
301 tau+ 0 1.77 55.575 -17.1 -2.7 58.2358 58.1463 tau- 0 1.77 18.525 -68.4 -51.3 87.5018 70.8642
302 W+ 1 80.4 -12.894 26.727 -8.478 86.1198 29.6747 W- 1 80.4 -79.206 18.573 -22.922 116.654 81.3545
303 W+ 1 80.4 42.656 1.238 -11.472 91.7433 42.674 W- 1 80.4 6.944 60.662 -84.128 131.415 61.0582
304 b 0 4.18 30.476 -18.734 -27.852 45.5297 35.7736 b 0 4.18 49.724 -45.866 -56.548 88.2684 67.6474
305 b 0 4.18 -69.894 -0.849 0 70.024 69.8992 b 0 4.18 -0.706001 -84.051 27.6 88.5681 84.054
306 b 0 4.18 14.848 -70.602 -1.162 72.2767 72.1464 b 0 4.18 77.952 -15.498 -56.938 97.8576 79.4777
307 b 0 4.18 8.64 -4.12 -21.442 23.8507 9.57204 b 0 4.18 87.36 -16.48 -8.758 89.4289 88.9008
308 Z 1 91.2 -2.675 15.14 -17.49 94.1261 15.3745 Z 1 91.2 -8.025 60.56 -14.31 110.698 61.0894
309 b 0 4.18 -0.611 -7.178 0.946 8.38238 7.20396 b 0 4.18 -60.489 -0.222 46.354 76.3226 60.4894
310 b 0 4.18 15.288 -21.744 1.56 26.9524 26.5805 b 0 4.18 14.112 -68.856 4.94 70.5845 70.2872
311 tau+ 0 1.77 -3.297 16.701 57.3 59.8015 17.0233 tau- 0 1.77 -12.403 71.199 38.2 81.7649 72.2712
312 b 0 4.18 -11.06 -8.4 0.465 14.5111 13.8883 b 0 4.18 -2.94 -33.6 46.035 57.2215 33.7284
313 b 0 4.18 -23.436 -7.935 19.182 31.5853 24.7429 b 0 4.18 -14.364 -44.965 64.218 79.8098 47.2036
314 b 0 4.18 6.656 -2.988 -32.088 33.1714 7.29592 b 0 4.18 6.144 -46.812 -44.312 64.8856 47.2135
315 tau+ 0 1.77 11.152 0.18 -14.476 18.3599 11.1535 tau- 0 1.77 5.248 4.32 -37.224 37.8809 6.79735
316 b 0 4.18 -24.83 6.031 -12.358 28.6896 25.5519 b 0 4.18 -70.67 10.269 -21.042 74.565 71.4122
317 b 0 4.18 2.134 0.57 0.866 4.80637 2.20881 b 0 4.18 0.066 27.93 85.734 90.2656 27.9301
318 b 0 4.18 -6.557 -5.81 -5.32 11.0691 8.76073 b 0 4.18 -1.743 -77.19 -32.68 83.9452 77.2097
319 Z 1 91.2 -8.442 5.508 17.155 93.3453 10.08 Z 1 91.2 -85.358 25.092 6.345 127.567 88.9696
320 W+ 1 80.4 -1.878 32.648 -10.472 87.4256 32.702 W- 1 80.4 -29.422 9.752 -51.128 100.195 30.9961
321 b 0 4.18 52.69 -7.6 19.055 56.6971 53.2353 b 0 4.18 43.11 -87.4 32.445 102.798 97.4537
322 W+ 1 80.4 62.859 -20.904 6.51 104.378 66.2437 W- 1 80.4 28.241 -66.196 86.49 138.29 71.9685
323 b 0 4.18 83.34 -5.341 1.944 83.6381 83.511 b 0 4.18 9.26 -70.959 62.856 95.3377 71.5607
324 b 0 4.18 0.56 8.06 10.374 13.7974 8.07943 b 0 4.18 27.44 32.24 2.926 42.6428 42.3364
325 b 0 4.18 55.575 -6.475 -1.83 56.1367 55.9509 b 0 4.18 29.925 -19.425 -16.47 39.5167 35.6768
326 b 0 4.18 29.205 -0.778 0 29.5129 29.2154 b 0 4.18 0.295 -77.022 57.7 96.3288 77.0226
327 b 0 4.18 41.86 2.766 -1.08 42.1728 41.9513 b 0 4.18 3.64 43.334 -52.92 68.6228 43.4866
328 tau+ 0 1.77 14.835 10.428 -18.658 26.0782 18.1334 tau- 0 1.77 6.665 76.472 -79.542 110.555 76.7619
329 b 0 4.18 2.87 -16.173 -0.714 16.9642 16.4257 b 0 4.18 1.23 -43.727 -23.086 49.6387 43.7443
330 W+ 1 80.4 62.492 14.28 1.114 102.833 64.1028 W- 1 80.4 29.408 33.32 54.586 106.859 44.4416
331 b 0 4.18 -19.162 3.63 -38.72 43.5554 19.5028 b 0 4.18 -54.538 32.67 -21.78 67.3317 63.5745
332 b 0 4.18 -58.03 -7.348 7.733 59.1502 58.4934 b 0 4.18 -24.87 -59.452 32.967 72.5076 64.4442
333 b 0 4.18 -12.22 3.18 24.553 27.9242 12.627 b 0 4.18 -11.28 60.42 32.547 69.6749 61.4639
334 tau+ 0 1.77 -61.704 -17.365 0.465 64.127 64.1009 tau- 0 1.77 -23.996 -58.135 8.835 63.5348 62.8927
335 b 0 4.18 -29.664 0.602 -43.74 53.0186 29.6701 b 0 4.18 -63.036 3.698 -37.26 73.437 63.1444
336 b 0 4.18 -32.955 -1.524 53.46 62.9587 32.9902 b 0 4.18 -51.545 -23.876 43.74 71.8165 56.8063
337 b 0 4.18 -7.144 3.52 3.822 9.77278 7.96412 b 0 4.18 -8.056 7.48 14.378 18.5755 10.9932
338 b 0 4.18 -65.645 1.055 0 65.7864 65.6535 b 0 4.18 -3.455 20.045 59.2 62.7364 20.3406
339 b 0 4.18 -20.544 -20.951 -3.421 29.8358 29.3428 b 0 4.18 -22.256 -30.149 -27.679 46.7749 37.4739
340 b 0 4.18 -4.968 -6.624 -41.748 42.7659 8.28 b 0 4.18 -57.132 -76.176 -7.952 95.6429 95.22
341 W+ 1 80.4 3.222 -20.618 15.393 84.4783 20.8682 W- 1 80.4 14.678 -13.182 57.907 101.028 19.7284
342 b 0 4.18 -24.975 0.936 -34.438 42.756 24.9925 b 0 4.18 -74.925 10.764 -16.962 77.684 75.6943
343 W+ 1 80.4 32.472 -27.076 -5.142 90.9843 42.2793 W- 1 80.4 16.728 -69.624 -80.558 134.466 71.6054
344 b 0 4.18 2.112 -14.094 -0.189 14.8529 14.2514 b 0 4.18 50.688 -2.106 -1.911 50.9395 50.7317
345 tau+ 0 1.77 -3.09 15.275 18.06 23.9201 15.5844 tau- 0 1.77 -58.71 8.225 42.14 72.7559 59.2833
346 b 0 4.18 -68.288 -0.034 1.24 68.4271 68.288 b 0 4.18 -9.312 -1.666 11.16 15.2153 9.45985
347 b 0 4.18 25.718 -11.264 -0.49 28.3902 28.0766 b 0 4.18 7.682 -39.936 -48.51 63.4397 40.6681
348 tau+ 0 1.77 5.616 13.02 -11.811 18.5389 14.1796 tau- 0 1.77 4.784 73.78 -26.289 78.4896 73.9349
349 b 0 4.18 2.944 -11.189 -26.854 29.5376 11.5698 b 0 4.18 70.656 -5.511 -65.746 96.7608 70.8706
350 b 0 4.18 59.475 15.7 -4.175 61.7954 61.5123 b 0 4.18 19.825 62.8 -79.325 103.183 65.8549
351 b 0 4.18 53.134 16.173 3.355 55.7989 55.5409 b 0 4.18 32.566 43.727 27.145 61.0485 54.5215
352 tau+ 0 1.77 -5.48 47.35 -11.04 48.9599 47.6661 tau- 0 1.77 -21.92 47.35 -25.76 58.217 52.1777
353 b 0 4.18 33.37 2.453 4.122 33.9711 33.46 b 0 4.18 13.63 19.847 18.778 30.8183 24.0766
354 b 0 4.18 50.85 -19.056 0.368 54.4652 54.3033 b 0 4.18 16.95 -60.344 36.432 72.6186 62.6794
355 b 0 4.18 -21.624 11.313 1.3 24.794 24.4045 b 0 4.18 -10.176 30.587 24.7 40.825 32.2353
356 W+ 1 80.4 -2.013 16.965 -18.26 84.1989 17.084 W- 1 80.4 -16.287 20.735 -23.24 87.7466 26.3668
357 b 0 4.18 67.636 7.429 1.305 68.1835 68.0428 b 0 4.18 23.764 36.271 13.195 45.5181 43.3626
358 b 0 4.18 81.63 -5.04 -0 81.8922 81.7854 b 0 4.18 9.07 -45.36 -16.1 49.1577 46.2579
359 b 0 4.18 -20.517 -2.475 3.472 21.3682 20.6657 b 0 4.18 -77.183 -0.825 83.328 113.661 77.1874
360 b 0 4.18 -6.834 13.668 -6.585 17.1567 15.2813 b 0 4.18 -6.566 26.532 -37.315 46.4429 27.3324
361 W+ 1 80.4 19.53 11.313 14.198 84.7062 22.57 W- 1 80.4 26.97 30.587 31.602 95.529 40.7792
362 b 0 4.18 1.494 46.806 34.452 58.2876 46.8298 b 0 4.18 23.406 33.894 61.248 73.9286 41.1903
363 W+ 1 80.4 -4.459 -2.065 28.254 85.3616 4.91395 W- 1 80.4 -59.241 -1.435 54.846 113.946 59.2584
364 b 0 4.18 -10.064 -2.223 -11.856 16.2562 10.3066 b 0 4.18 -3.536 -14.877 -79.344 80.9121 15.2915
365 W+ 1 80.4 -17.802 18.193 -23.652 87.587 25.4538 W- 1 80.4 -59.598 60.907 -20.148 118.877 85.2149
366 W+ 1 80.4 19.8 -4.565 -2.085 82.9541 20.3194 W- 1 80.4 2.2 -86.735 -39.615 124.745 86.7629
367 b 0 4.18 20.938 -16.38 -31.548 41.4663 26.5839 b 0 4.18 34.162 -74.62 -40.152 91.4595 82.0682
368 b 0 4.18 -8.635 22.08 -1.71 24.1347 23.7084 b 0 4.18 -7.065 33.12 -32.49 47.116 33.8652
369 tau+ 0 1.77 2.385 64.02 -11.005 65.0268 64.0644 tau- 0 1.77 77.115 32.98 -24.495 87.393 83.8714
370 b 0 4.18 8.295 17.08 6.516 20.5052 18.9877 b 0 4.18 31.205 10.92 29.684 44.6275 33.0605
371 W+ 1 80.4 11.376 68.448 -4.039 106.278 69.3869 W- 1 80.4 36.024 30.752 -53.661 107.643 47.3647
372 W+ 1 80.4 -16.31 -10.65 14.2 83.9359 19.4792 W- 1 80.4 -30.29 -31.95 21.3 94.107 44.026
373 b 0 4.18 -0.69 18.904 -24.408 31.1618 18.9166 b 0 4.18 -13.11 8.896 -65.992 67.9958 15.8433
374 b 0 4.18 29.232 -2.196 1.557 29.6518 29.3144 b 0 4.18 4.368 -52.704 15.743 55.3363 52.8847
375 b 0 4.18 24.288 -5.103 23.876 34.6913 24.8183 b 0 4.18 30.912 -51.597 26.924 66.0316 60.1482
376 W+ 1 80.4 6.75 -22.412 -15.288 85.1219 23.4064 W- 1 80.4 18.25 -20.688 -57.512 102.63 27.5872
377 b 0 4.18 24.07 0.512 -6.832 25.3727 24.0754 b 0 4.18 4.93 50.688 -35.868 62.4305 50.9272
378 b 0 4.18 3.402 21.216 -0.43 21.8941 21.487 b 0 4.18 15.498 33.184 -0.57 36.8668 36.6247
379 W+ 1 80.4 -14.168 -1.235 5.222 81.815 14.2217 W- 1 80.4 -1.932 -23.465 69.378 108.774 23.5444
380 b 0 4.18 -2.856 -32.04 0.872 32.4492 32.167 b 0 4.18 -37.944 -3.96 20.928 43.7136 38.1501
381 b 0 4.18 -9.38 18.324 6.786 22.0743 20.5853 b 0 4.18 -17.42 32.576 16.614 40.7204 36.9412
382 b 0 4.18 7.832 -4.576 37.7 39.0005 9.07083 b 0 4.18 27.768 -13.024 34.8 46.5747 30.6706
383 b 0 4.18 64.1 0 -0 64.2361 64.1 b 0 4.18 0 36.2 -69.7 78.6511 36.2
384 W+ 1 80.4 -23.2 -38.988 17.619 93.9835 45.3685 W- 1 80.4 -69.6 -33.212 66.281 129.632 77.1181
385 b 0 4.18 -58.065 1.76 1.47 58.2604 58.0917 b 0 4.18 -15.435 14.24 13.23 25.1699 21.0004
386 b 0 4.18 12.792 0.645 -4.683 14.2637 12.8083 b 0 4.18 3.608 3.655 -62.217 62.5684 5.13582
387 b 0 4.18 -29.988 -7.14 7.128 31.9146 30.8263 b 0 4.18 -14.112 -43.86 32.472 56.5221 46.0744
388 b 0 4.18 16.71 4.238 38.247 42.1603 17.239 b 0 4.18 38.99 28.362 28.853 56.3435 48.2143
389 W+ 1 80.4 -24.057 -3.784 -4.284 84.1164 24.3528 W- 1 80.4 -48.843 -90.816 -2.516 130.781 103.117
390 W+ 1 80.4 -18.704 11.928 -17.66 85.2535 22.1837 W- 1 80.4 -14.696 37.772 -70.64 114.442 40.5302
391 b 0 4.18 34.425 -13.122 -28.009 46.4677 36.8411 b 0 4.18 42.075 -59.778 -47.691 87.382 73.1007
392 tau+ 0 1.77 -20.48 21.126 12.852 32.1566 29.4234 tau- 0 1.77 -30.72 29.174 58.548 72.29 42.3656
393 b 0 4.18 20.108 1.788 40.062 45.0551 20.1873 b 0 4.18 71.292 13.112 20.638 75.4843 72.4877
394 W+ 1 80.4 -42.616 -6.16 15.432 92.5007 43.0589 W- 1 80.4 -33.484 -24.64 48.868 102.862 41.5729
395 b 0 4.18 -20.28 -45.485 -1.656 50.0038 49.8012 b 0 4.18 -31.72 -37.215 -25.944 55.5129 48.899
396 b 0 4.18 -45.103 -30.498 -11.674 55.8405 54.4464 b 0 4.18 -39.997 -59.202 -78.126 105.952 71.4467
397 b 0 4.18 48.048 0.24 4.064 48.401 48.0486 b 0 4.18 13.552 3.76 21.336 25.8939 14.0639
398 b 0 4.18 49.572 3.801 11.928 51.2989 49.7175 b 0 4.18 11.628 50.499 87.472 101.756 51.8205
399 W+ 1 80.4 7.084 11.504 18.4 83.5778 13.5102 W- 1 80.4 9.016 60.396 27.6 104.666 61.0653
400 b 0 4.18 -45.658 3.62 -4.452 46.2066 45.8013 b 0 4.18 -16.042 68.78 -16.748 72.7049 70.626
401 b 0 4.18 19.497 2.436 11.058 22.9307 19.6486 b 0 4.18 9.603 14.964 47.142 50.5567 17.7803
402 b 0 4.18 9.648 14.98 2.63 18.4898 17.8181 b 0 4.18 4.752 38.52 49.97 63.4101 38.812
403 b 0 4.18 0.729 -2.89 4 6.50814 2.98053 b 0 4.18 23.571 -14.11 1 27.8057 27.4715
404 b 0 4.18 -71.64 5.49 -8.756 72.5022 71.8501 b 0 4.18 -27.86 86.01 -31.044 95.6823 90.4096
405 tau+ 0 1.77 -8.52 16.344 27.881 33.4694 18.4314 tau- 0 1.77 -48.28 29.056 29.019 63.407 56.349
406 Z 1 91.2 -16.555 -17.277 4.614 94.3996 23.9283 Z 1 91.2 -13.545 -27.023 72.286 120.235 30.2276
407 Z 1 91.2 -11.417 18.354 6.244 93.9343 21.6152 Z 1 91.2 -11.883 61.446 16.056 111.768 62.5845
408 b 0 4.18 66.483 3.168 -1.053 66.6979 66.5584 b 0 4.18 13.617 76.032 -7.047 77.6751 77.2417
409 b 0 4.18 42.572 25.126 4.712 49.8334 49.4337 b 0 4.18 30.828 48.774 54.188 79.2659 57.6998
410 W+ 1 80.4 -51.597 24.725 -6.396 98.887 57.2152 W- 1 80.4 -30.303 74.175 -46.904 122.818 80.1262
411 b 0 4.18 -12.986 -22.909 -9.308 28.2413 26.3336 b 0 4.18 -17.214 -50.991 -26.492 60.1307 53.8182
412 b 0 4.18 -27.115 11.237 2.66 29.7664 29.3512 b 0 4.18 -22.185 54.863 6.84 59.7192 59.1787
413 b 0 4.18 -9.948 -16.967 54.372 57.9709 19.6683 b 0 4.18 -72.952 -72.333 24.428 105.68 102.733
414 W+ 1 80.4 9.594 0.405 5.517 81.1591 9.60254 W- 1 80.4 2.106 4.095 55.783 97.9648 4.60481
415 b 0 4.18 47.454 0.562 5.28 47.9328 47.4573 b 0 4.18 24.446 55.638 10.72 61.8513 60.7717
416 b 0 4.18 -26.208 -10.83 8.71 29.958 28.3575 b 0 4.18 -46.592 -17.67 24.79 55.8127 49.8301
417 b 0 4.18 -20.488 -39.278 29.37 53.3159 44.3003 b 0 4.18 -58.312 -56.522 59.63 100.838 81.2098
418 b 0 4.18 60.26 -2.816 -0 60.4704 60.3258 b 0 4.18 5.24 -32.384 -69.6 77.0572 32.8052
419 Z 1 91.2 13.38 41.44 0.072 101.063 43.5465 Z 1 91.2 53.52 14.56 1.128 106.748 55.4652
420 b 0 4.18 -16.41 -14.26 -16.632 27.6899 21.7402 b 0 4.18 -38.29 -16.74 -52.668 67.3628 41.7894
